loss,acc,step,epoch,val_acc
0.13945265114307404,0.9609375,5449,92,
,,5486,92,0.8972509503364563
0.06531569361686707,0.9765625,5499,93,
,,5545,93,0.8946378231048584
0.09053264558315277,0.9609375,5549,94,
0.06335849314928055,0.9765625,5599,94,
,,5604,94,0.8972509503364563
0.1719408482313156,0.921875,5649,95,
,,5663,95,0.8958921432495117
0.2298540472984314,0.9140625,5699,96,
,,5722,96,0.8957875967025757
0.23099905252456665,0.9375,5749,97,
,,5781,97,0.8949514031410217
0.07157346606254578,0.9765625,5799,98,
,,5840,98,0.896101176738739
0.09333889186382294,0.9765625,5849,99,
0.015326587483286858,1.0,5899,99,
,,5899,99,0.9023727178573608
