F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
speaker:300,31.17624282836914,0.16984179615974426,25.528175354003906,30.453815460205078,37.05635452270508,11.528179168701172,13.62912654876709,9.192648887634277,98.06238555908203,0.0,0.21398045122623444,0.7873662710189819,0.10705108940601349,0.1125313937664032,0.37416011095046997,0.2671090364456177,1.4582574367523193,1.0119959115982056,0.8570423722267151,0.0,0.07085389643907547,1.3014496564865112,18.82107162475586,0.5584715604782104,11.302159309387207,0.6021736860275269,11.22585391998291,0.5588422417640686,0.03765447065234184,278.9615173339844,0.06632254272699356,1.321632742881775,0.7181479334831238,0.5845533013343811,4.556989669799805,1.0379151105880737,4.1319804191589355,1.4385827779769897,24.13605499267578,0.29023268818855286,559.0538940429688,0.3107583522796631,1354.6712646484375,0.14852824807167053,-123.09925842285156,-0.7066212296485901,1581.9752197265625,0.11421747505664825,1095.8277587890625,0.2748201787471771,-127.59920501708984,-0.6327226161956787,2648.298095703125,0.05645476281642914,933.8040161132812,0.21585474908351898,-130.1820831298828,-0.5931447744369507,-15.199023246765137,-0.25158169865608215,25.60002899169922,0.15055714547634125,0.01751183532178402,1.8922420740127563,-0.014445861801505089,-1.2426670789718628,0.14322690665721893,0.8094348311424255,27.293352127075195,0.4351147413253784,5.808917045593262,1.4180327653884888,8.063742637634277,1.0647815465927124,-7.049483776092529,-1.8948299884796143,-13.751751899719238,22.564077377319336,-0.012860392220318317,0.0018650515703484416,0.028642645105719566,1.1904761791229248,5.063291549682617,0.07000000029802322,0.08093207329511642,0.08399999141693115,0.05953150615096092,-34.8895149230957
speaker:300,27.51983070373535,0.16618512570858002,23.556785583496094,25.5616512298584,30.463680267333984,6.906894683837891,73.37684631347656,63.720619201660156,24.587560653686523,26.700279235839844,0.21868383884429932,0.4175594747066498,0.1400264948606491,0.18308323621749878,0.3050071895122528,0.1649806946516037,1.3476626873016357,0.838171660900116,1.026955485343933,0.700544536113739,0.04140644520521164,0.4940791428089142,19.976533889770508,0.3714370131492615,8.827383041381836,1.0106135606765747,6.937037944793701,1.494740605354309,4.185849666595459,1.739603042602539,0.016032753512263298,1.196443796157837,1.0620262622833252,0.6078572273254395,5.690943717956543,0.44671276211738586,5.752745151519775,1.5944558382034302,19.60547637939453,0.4019275903701782,590.2428588867188,0.3352228105068207,1330.1043701171875,0.16307993233203888,-72.1961441040039,-1.1559885740280151,1605.6558837890625,0.1331801563501358,1089.7008056640625,0.25690165162086487,-76.0033187866211,-1.0579015016555786,2602.912109375,0.0905793309211731,1022.71533203125,0.26010751724243164,-80.81063079833984,-0.9539474248886108,-13.015983581542969,-0.3451021611690521,23.70571517944336,0.22948749363422394,-0.0025435076095163822,-7.8511762619018555,-0.007537744008004665,-1.810822606086731,0.04675569757819176,0.45658937096595764,22.909175872802734,0.29253965616226196,8.009358406066895,1.2453635931015015,5.408527374267578,2.159884452819824,2.5142335891723633,3.1794981956481934,-11.1806058883667,20.989917755126953,-0.015465781092643738,0.006219814531505108,0.030699310824275017,2.8241336345672607,2.8460543155670166,0.23045453429222107,0.2419142872095108,0.10090908408164978,0.08101116865873337,-40.09001922607422
speaker:300,29.1732177734375,0.08339998126029968,27.060667037963867,27.644868850708008,31.918397903442383,4.857730865478516,22.863128662109375,6.958733081817627,4.827922821044922,2.688194513320923,0.21318377554416656,0.46995899081230164,0.12035087496042252,0.1989424228668213,0.2988603413105011,0.17850947380065918,1.5879955291748047,0.8745789527893066,1.3713644742965698,0.8414415121078491,0.04346892237663269,0.74980229139328,25.500402450561523,0.4383893311023712,10.314233779907227,1.0460317134857178,3.3259899616241455,3.8658058643341064,-2.8783841133117676,-2.7682042121887207,0.010829896666109562,1.2588614225387573,0.8911277651786804,0.9558831453323364,7.764517784118652,0.26690274477005005,3.175550937652588,2.3640694618225098,26.800256729125977,0.2630932927131653,516.234130859375,0.28720253705978394,1340.7354736328125,0.16385015845298767,-67.77940368652344,-1.3034271001815796,1556.081787109375,0.14867641031742096,1111.5150146484375,0.20911206305027008,-76.22884368896484,-1.088927149772644,2630.525390625,0.0871853232383728,1044.1533203125,0.31581830978393555,-84.03951263427734,-0.9232364892959595,-15.456192016601562,-0.39834830164909363,28.627748489379883,0.15889044106006622,0.00740406010299921,2.4296998977661133,-0.013347755186259747,-0.9887732267379761,0.048842545598745346,0.6509860754013062,31.47176170349121,0.17199347913265228,10.18331527709961,1.2425055503845215,1.9228243827819824,7.468886375427246,-3.9296536445617676,-2.1587233543395996,-10.546934127807617,20.67121696472168,-0.010403057560324669,0.0014115662779659033,0.03372751921415329,3.1034483909606934,1.4035087823867798,0.47749999165534973,0.3980185091495514,0.2149999886751175,0.20081084966659546,-38.82033920288086
speaker:300,25.536806106567383,0.010630893521010876,25.51491928100586,25.537628173828125,25.568771362304688,0.053852081298828125,33.08396530151367,0.0,24.273971557617188,17.2241153717041,0.1901627629995346,0.3856387138366699,0.1469264030456543,0.15373137593269348,0.25188377499580383,0.10495737195014954,1.0987694263458252,0.7942556738853455,0.3571068048477173,0.0,0.03415307775139809,0.7541772127151489,15.466975212097168,0.27730152010917664,13.472825050354004,0.47414782643318176,12.522143363952637,0.41243991255760193,5.940359115600586,1.092799186706543,0.018137212842702866,0.5877394080162048,0.8611184358596802,0.4614879786968231,5.281467914581299,0.2813957631587982,10.234498977661133,0.18566501140594482,21.03008460998535,0.06258759647607803,877.4895629882812,0.22276422381401062,1239.753662109375,0.11137735098600388,-49.57664108276367,-1.2946008443832397,1904.66845703125,0.09756901860237122,1079.060302734375,0.3278310298919678,-53.631004333496094,-1.1452850103378296,2845.49951171875,0.061438966542482376,959.5597534179688,0.32402175664901733,-54.984745025634766,-1.1081980466842651,-13.849364280700684,-0.10163456201553345,24.281822204589844,0.0721651017665863,-0.017810633406043053,-0.878573477268219,0.003502200823277235,3.4087717533111572,0.02834496647119522,0.8020867705345154,14.382033348083496,0.23168569803237915,15.132850646972656,0.36328569054603577,14.062151908874512,0.2514922618865967,6.889368057250977,0.857288122177124,-9.727684020996094,18.515867233276367,-0.007936281152069569,-0.011703749187290668,0.07406982779502869,1.2345678806304932,2.6666667461395264,0.3050000071525574,0.2549999952316284,0.10999999940395355,0.0,-42.61565399169922
speaker:300,29.309152603149414,0.14765331149101257,25.519325256347656,26.86455726623535,33.36271286010742,7.843387603759766,162.63113403320312,270.3457946777344,46.12015914916992,43.91404342651367,0.5934972763061523,0.7881726026535034,0.21774323284626007,0.43256136775016785,0.852431058883667,0.6346878409385681,3.883725881576538,2.5549306869506836,2.5619444847106934,1.8414517641067505,0.1749226450920105,1.118092656135559,11.229768753051758,0.6380829215049744,6.150461673736572,1.263829231262207,8.823123931884766,0.9134907126426697,1.3199326992034912,4.437294960021973,0.024754809215664864,1.3984038829803467,1.2398501634597778,0.7377817630767822,5.677079677581787,0.4556451737880707,1.6315220594406128,5.922603130340576,19.44514274597168,0.3310101628303528,670.1671752929688,0.37348952889442444,1387.9561767578125,0.15613535046577454,-140.4884033203125,-0.5949392318725586,1671.4993896484375,0.1583055704832077,1105.51708984375,0.13843916356563568,-141.6898193359375,-0.5689164400100708,2677.35693359375,0.08569245040416718,996.7171020507812,0.2609288692474365,-143.4274139404297,-0.5443392992019653,-12.343286514282227,-0.41901347041130066,23.640382766723633,0.24338924884796143,-0.005083396099507809,-3.3928945064544678,-0.0029448054265230894,-3.3718788623809814,0.09431584924459457,1.4559576511383057,17.963611602783203,0.4176902174949646,11.564720153808594,0.7620660662651062,7.536163330078125,1.609094262123108,1.100190281867981,6.446633338928223,-4.822391033172607,13.711813926696777,-0.006620057858526707,0.0028698856476694345,0.21553318202495575,2.4456522464752197,2.3255813121795654,0.1317647099494934,0.16807684302330017,0.27705880999565125,0.3321722447872162,-28.077852249145508
speaker:300,26.29932403564453,0.13717590272426605,22.1883544921875,26.346275329589844,30.151514053344727,7.963159561157227,8.298934936523438,3.2192087173461914,27.10396385192871,0.0,0.18108917772769928,0.6185755729675293,0.09705205261707306,0.13074593245983124,0.2398301064968109,0.14277805387973785,1.5202604532241821,1.162090539932251,1.0322091579437256,0.654241681098938,0.04846357926726341,0.6152223944664001,18.007896423339844,0.5990249514579773,10.919998168945312,0.9283888339996338,17.62255859375,0.643682599067688,3.9079978466033936,3.060331344604492,0.014977939426898956,0.9485642910003662,1.0374364852905273,0.8120983242988586,5.586151123046875,0.47194623947143555,4.938177585601807,1.5397928953170776,21.285085678100586,0.34291112422943115,523.0678100585938,0.24132703244686127,1251.4796142578125,0.10279983282089233,-123.74259185791016,-0.7275089025497437,1642.7833251953125,0.1449824869632721,797.8952026367188,0.24525701999664307,-127.57798767089844,-0.6716897487640381,2649.16259765625,0.08488830178976059,947.7774658203125,0.28243306279182434,-129.75732421875,-0.6401329040527344,-15.739900588989258,-0.4115312099456787,22.529586791992188,0.27922430634498596,0.0012567091034725308,10.927654266357422,-0.018769269809126854,-0.6013064980506897,0.07305584102869034,0.421096533536911,29.552026748657227,0.19134464859962463,8.066885948181152,1.741990566253662,22.98743438720703,0.6660256385803223,-2.363797426223755,-6.834526538848877,-13.948113441467285,24.1368408203125,-0.033768657594919205,0.007318542804569006,0.03462909534573555,1.503759503364563,2.34375,0.16333334147930145,0.04189934954047203,0.2433333396911621,0.24850663542747498,-38.893917083740234
speaker:300,28.95478630065918,0.05602932348847389,27.721145629882812,28.965621948242188,30.656749725341797,2.9356040954589844,164.60440063476562,201.4833526611328,17.46160125732422,8.559883117675781,0.17972145974636078,0.4712193012237549,0.09837287664413452,0.15991683304309845,0.26555564999580383,0.1671827733516693,2.333462953567505,1.45411217212677,1.266091227531433,0.5828278064727783,0.0392984077334404,0.6136077642440796,19.223737716674805,0.5996381044387817,11.258156776428223,0.7203412055969238,13.768070220947266,0.603248119354248,0.41418030858039856,21.59650421142578,0.01897406578063965,1.1940871477127075,1.0603004693984985,0.8521520495414734,6.936703681945801,0.3539232611656189,1.5177537202835083,4.816686153411865,25.97901725769043,0.26222607493400574,498.1400451660156,0.3058799207210541,1339.6229248046875,0.14888960123062134,-107.58972930908203,-0.8817662000656128,1571.726318359375,0.1550891101360321,1060.8409423828125,0.3303637206554413,-115.54421997070312,-0.7396349906921387,2590.023193359375,0.09495729207992554,1017.7872314453125,0.27838578820228577,-117.77398681640625,-0.7054755091667175,-18.17460823059082,-0.264386922121048,26.82451057434082,0.23067136108875275,0.019527558237314224,1.1408323049545288,-0.018665755167603493,-0.5952436327934265,0.05497053638100624,0.4003247618675232,29.312387466430664,0.237148255109787,14.19811725616455,0.6508522033691406,14.076931953430176,0.7880259156227112,-3.2053208351135254,-3.2830560207366943,-9.929615020751953,18.272056579589844,-0.01239433791488409,0.004800462629646063,0.026267891749739647,4.591836929321289,2.09424090385437,0.2199999988079071,0.24382369220256805,0.18799999356269836,0.09537295252084732,-39.71687316894531
speaker:300,25.98004722595215,0.051278673112392426,25.31107521057129,25.585336685180664,27.540414810180664,2.229339599609375,2.1364214420318604,0.0,9.328060150146484,0.0,0.6156132221221924,0.8319374918937683,0.21227100491523743,0.3265281319618225,1.3920212984085083,1.1797503232955933,1.8506332635879517,0.5625143051147461,3.5372142791748047,2.5347509384155273,0.17420996725559235,1.0870074033737183,14.84048080444336,0.5464034676551819,7.037496566772461,1.1876298189163208,11.4271879196167,0.4721579849720001,4.507867336273193,1.3833396434783936,0.012589807622134686,0.8660906553268433,1.1132397651672363,0.5633493661880493,5.58665132522583,0.28615686297416687,14.49805736541748,0.2871052324771881,22.60647201538086,0.22013233602046967,600.8306274414062,0.3997043967247009,1337.66162109375,0.19483062624931335,-103.82978820800781,-0.8802184462547302,1590.450439453125,0.16698716580867767,1064.1566162109375,0.2741992473602295,-104.93399810791016,-0.8545317649841309,2552.353759765625,0.0816209614276886,982.7479858398438,0.40350058674812317,-107.58616638183594,-0.8093588352203369,-12.189658164978027,-0.2901819348335266,21.979888916015625,0.1880224496126175,-0.005437641404569149,-3.637697219848633,-0.005712701473385096,-1.4692736864089966,0.045773670077323914,0.3131668269634247,20.579608917236328,0.37546026706695557,8.798768997192383,1.1131271123886108,10.349562644958496,0.6571645736694336,4.1376142501831055,1.650222897529602,-6.008926868438721,14.637650489807129,-0.012689423747360706,0.0003703237453009933,0.2670065760612488,1.7857142686843872,1.9047620296478271,0.26499998569488525,0.03500000014901161,0.23999999463558197,0.2199999988079071,-27.797183990478516
speaker:300,26.378376007080078,0.052042338997125626,25.435680389404297,25.929515838623047,26.816505432128906,1.3808250427246094,22.97690200805664,24.441783905029297,13.248568534851074,8.065573692321777,0.29452991485595703,0.4176796078681946,0.20074917376041412,0.26156046986579895,0.3774396777153015,0.1766905039548874,2.971513032913208,1.2411189079284668,2.986532211303711,2.373103618621826,0.06571637094020844,0.6658425331115723,15.297283172607422,0.5175462365150452,10.890667915344238,0.8033190965652466,10.58498764038086,0.8826691508293152,0.5748925805091858,13.130640983581543,0.012133443728089333,1.1843799352645874,1.0342291593551636,0.6215976476669312,5.708789825439453,0.31819918751716614,9.166691780090332,0.8372330069541931,21.773605346679688,0.2817087769508362,521.5942993164062,0.2776496410369873,1346.1812744140625,0.1423618197441101,-82.21868133544922,-1.1074124574661255,1582.6395263671875,0.11823653429746628,1118.579345703125,0.25187715888023376,-88.77088928222656,-0.9614230394363403,2541.00830078125,0.07882902771234512,1084.9234619140625,0.3200576901435852,-90.95317840576172,-0.9190546870231628,-14.066315650939941,-0.2874034345149994,22.92671775817871,0.17659308016300201,0.0004636599333025515,48.77813720703125,-0.012171328067779541,-1.0909836292266846,0.059998542070388794,0.5155166983604431,20.040386199951172,0.2629554569721222,13.559367179870605,0.6312052607536316,10.049007415771484,1.096067190170288,-1.7855943441390991,-4.270227909088135,-7.0153913497924805,16.13214874267578,-0.013099043630063534,0.006981752347201109,0.07709334045648575,4.315196990966797,2.095238208770752,0.2845454514026642,0.19448596239089966,0.17272727191448212,0.18978892266750336,-38.18025207519531
speaker:300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5409899950027466,0.3641369938850403,1.1054092645645142,1.3132822513580322,2.147453546524048,1.0420442819595337,3.9693427085876465,2.0111467838287354,3.2732467651367188,1.4395421743392944,0.5739415287971497,0.563572347164154,5.568892478942871,0.2989170551300049,-3.6620583534240723,-0.6102114319801331,5.500894069671631,0.5326599478721619,-3.6520445346832275,-0.9807871580123901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5064175128936768,6.748234272003174,0.0001422821806045249,-0.004011649638414383,0.5780127048492432,2.4096386432647705,0.0,0.0,0.0,3.259999990463257,0.0,-22.054296493530273
