acc,epoch,step,loss,val_acc
0.953125,63,3749,0.1309361308813095,
,63,3775,,0.8940106630325317
0.984375,64,3799,0.11306027323007584,
,64,3834,,0.9023727178573608
0.96875,65,3849,0.10108049213886261,
,65,3893,,0.9057175517082214
0.9375,66,3899,0.16080088913440704,
0.9140625,66,3949,0.259810209274292,
,66,3952,,0.9043587446212769
0.921875,67,3999,0.19239531457424164,
,67,4011,,0.9151248931884766
0.9375,68,4049,0.15372857451438904,
,68,4070,,0.9160656332969666
0.9140625,69,4099,0.2197636216878891,
,69,4129,,0.9187833070755005
0.96875,70,4149,0.09032613784074783,
,70,4188,,0.9217100739479065
0.9296875,71,4199,0.12310969084501266,
,71,4247,,0.9212919473648071
0.96875,72,4249,0.10230468958616257,
0.9453125,72,4299,0.12137412279844284,
,72,4306,,0.9232779145240784
0.9765625,73,4349,0.09462866932153702,
,73,4365,,0.9262046813964844
0.953125,74,4399,0.10194292664527893,
,74,4424,,0.9279816150665283
0.96875,75,4449,0.07542726397514343,
,75,4483,,0.9303857088088989
0.96875,76,4499,0.07030539214611053,
,76,4542,,0.9317445158958435
0.984375,77,4549,0.06205969676375389,
0.953125,77,4599,0.09264099597930908,
,77,4601,,0.9344621896743774
0.9921875,78,4649,0.05224326625466347,
,78,4660,,0.9362391829490662
0.984375,79,4699,0.0553569570183754,
,79,4719,,0.9379115700721741
0.9921875,80,4749,0.04363926500082016,
,80,4778,,0.9380161166191101
0.984375,81,4799,0.0502474345266819,
,81,4837,,0.9370753765106201
0.984375,82,4849,0.10360650718212128,
,82,4896,,0.9371798634529114
0.9375,83,4899,0.13559314608573914,
0.9921875,83,4949,0.03614739328622818,
,83,4955,,0.9358210563659668
0.9921875,84,4999,0.038292091339826584,
,84,5014,,0.9381206035614014
0.953125,85,5049,0.07847973704338074,
,85,5073,,0.9333124160766602
0.96875,86,5099,0.10185576975345612,
,86,5132,,0.9338350296020508
0.9921875,87,5149,0.027682475745677948,
,87,5191,,0.9305947422981262
0.96875,88,5199,0.07329938560724258,
0.9375,88,5249,0.15606269240379333,
,88,5250,,0.9169018268585205
0.7890625,89,5299,0.6891417503356934,
,89,5309,,0.9126163125038147
0.921875,90,5349,0.18915246427059174,
,90,5368,,0.9033134579658508
0.9140625,91,5399,0.1647706925868988,
,91,5427,,0.9143932461738586
0.953125,92,5449,0.07983385026454926,
,92,5486,,0.9174244999885559
0.984375,93,5499,0.05810316652059555,
,93,5545,,0.9038361310958862
0.9453125,94,5549,0.13480234146118164,
0.96875,94,5599,0.09873709827661514,
,94,5604,,0.9002822041511536
0.9375,95,5649,0.10421290248632431,
,95,5663,,0.9048813581466675
0.9375,96,5699,0.15021665394306183,
,96,5722,,0.9002822041511536
0.921875,97,5749,0.1648176908493042,
,97,5781,,0.896101176738739
0.8359375,98,5799,0.4538213312625885,
,98,5840,,0.8958921432495117
0.9375,99,5849,0.11554975807666779,
0.8823529481887817,99,5899,0.15621361136436462,
,99,5899,,0.9207693338394165
